dist,s,nq,repeat,mean,std,var
norm,0.1,4212,36,0.011748368647823247,0.001644139534348769,2.703194808408587e-06
norm,0.1,4212,37,0.01100537082358061,0.0015158504721646399,2.2978026539617615e-06
norm,0.1,4212,38,0.011153311058541811,0.0014244832689994178,2.029152583659268e-06
norm,0.1,4212,39,0.011427275241696134,0.0008990460579667033,8.082838143454687e-07
norm,0.1,4212,40,0.011676884884033619,0.0012086319079178882,1.4607910888372346e-06
norm,0.1,4212,41,0.011414453696397658,0.001416034219819489,2.0051529116997892e-06
norm,0.1,4212,42,0.011734641336348812,0.0016492921340087632,2.72016454330318e-06
norm,0.1,4212,43,0.011626596012662062,0.0015899999871249275,2.5280999590572695e-06
norm,0.1,4212,44,0.011791758977032359,0.0015492755032746432,2.4002545850468994e-06
norm,0.1,4212,45,0.010818137393715083,0.0017802227647834078,3.1691930922530803e-06
norm,0.1,4212,46,0.01149118362106978,0.001548812484209207,2.398820111242295e-06
norm,0.1,4212,47,0.011798026169015105,0.0014839557658970829,2.2021247151391976e-06
norm,0.1,4212,48,0.01125151903120043,0.0013467421958525247,1.8137145420896802e-06
norm,0.1,4212,49,0.011827118113296875,0.0011867207410690378,1.4083061172834462e-06
norm,0.1,4212,50,0.011289213984442922,0.0020445865524588835,4.180334170495703e-06
norm,0.1,4212,51,0.011527982861676334,0.001724889754679343,2.9752446657977636e-06
norm,0.1,4212,52,0.010787380018286382,0.0015355623688292973,2.357951788564643e-06
norm,0.1,4212,53,0.012498595508579381,0.0014377693472976808,2.0671806960287993e-06
norm,0.1,4212,54,0.011215210499321218,0.0015884768932161333,2.523258840281579e-06
norm,0.1,4212,55,0.012239980094129526,0.0011759103104332258,1.3827650581831654e-06
norm,0.1,4212,56,0.011385495248993552,0.0016277381110705602,2.6495313582315553e-06
norm,0.1,4212,57,0.01158704338993727,0.0016708044153595978,2.7915873943851276e-06
norm,0.1,4212,58,0.012088496134005526,0.0015759091578391236,2.483489673761216e-06
norm,0.1,4212,59,0.011747785110870643,0.0015220962584700643,2.316777020048569e-06
norm,0.1,4212,60,0.011685428445272894,0.0015214116601433361,2.3146934396201023e-06
norm,0.1,4212,61,0.011710160229323708,0.001205234761819497,1.4525908310980995e-06
norm,0.1,4212,62,0.010856825248831609,0.0014907598669866293,2.2223649810179927e-06
norm,0.1,4212,63,0.01139349289537291,0.0012571455708891184,1.5804149864061276e-06
norm,0.1,4212,64,0.011215266915818433,0.0017293497187406456,2.9906504497083497e-06
norm,0.1,4212,65,0.011594246716547699,0.0015868835759983689,2.518199483773371e-06
norm,0.1,4212,66,0.011407803442534345,0.001802706433902497,3.249750486833458e-06
norm,0.1,4212,67,0.011578078442189482,0.0015102280295076842,2.280788701110663e-06
norm,0.1,4212,68,0.011276037664206418,0.0014457130421086084,2.090086200122927e-06
norm,0.1,4212,69,0.011772238436965893,0.0020608333411647893,4.24703406005643e-06
norm,0.1,4212,70,0.01162431576826624,0.0014166154748223205,2.0067994035060688e-06
norm,0.1,4212,71,0.011411456061332448,0.001581929243739689,2.5025001321988243e-06
norm,0.1,4212,72,0.011816189167298688,0.0014685777352471804,2.1567205644637375e-06
norm,0.1,4212,73,0.012015532021294037,0.0018834467609328653,3.5473717012685017e-06
norm,0.1,4212,74,0.011933622939059476,0.00180126923424938,3.2445708542533473e-06
norm,0.1,4212,75,0.011381161092534418,0.0014144213050726166,2.000587628243324e-06
norm,0.1,4212,76,0.0118611091136458,0.0016009879880141912,2.5631625377657278e-06
norm,0.1,4212,77,0.011399807195870151,0.0008835894113453915,7.807302478416955e-07
norm,0.1,4212,78,0.011674280847325844,0.001160476866109743,1.3467065567758905e-06
norm,0.1,4212,79,0.011555723815546032,0.0014977104975417595,2.2431367344467847e-06
norm,0.1,4212,80,0.0115684637848035,0.0015102558636603998,2.28087277372062e-06
norm,0.1,4212,81,0.011721410702764124,0.0014220129043414622,2.0221207001136407e-06
norm,0.1,4212,82,0.011600031323656439,0.0014239075157516233,2.0275126134139594e-06
norm,0.1,4212,83,0.01204125666361886,0.00097335988213834,9.474294601563632e-07
norm,0.1,4212,84,0.01152063605021808,0.0010656052052008484,1.135514453351142e-06
norm,0.1,4212,85,0.01088031227357391,0.001360696713425214,1.851495545926179e-06
norm,0.1,4212,86,0.011346495290345876,0.0014792800757570234,2.1882695425317047e-06
norm,0.1,4212,87,0.011455840621053941,0.0020976546784979852,4.400155150224486e-06
norm,0.1,4212,88,0.01191176423699582,0.0009475069402705485,8.977694018608566e-07
norm,0.1,4212,89,0.011511523245968077,0.0013681185223199653,1.8717482911149654e-06
norm,0.1,4212,90,0.011964770312816574,0.0015118230778834866,2.285609018821099e-06
norm,0.1,4212,91,0.011568147116773737,0.00152062600930952,2.3123034601885963e-06
norm,0.1,4212,92,0.011592897086634394,0.0018500064103994943,3.422523718519222e-06
norm,0.1,4212,93,0.01206196381254503,0.002123319800582276,4.5084869755447565e-06
norm,0.1,4212,94,0.011420889466694822,0.0014496011316200983,2.1013434407942693e-06
norm,0.1,4212,95,0.01144757395410055,0.0013022637252140161,1.6958908100082866e-06
norm,0.1,4212,96,0.011118912952809855,0.0016028269640465393,2.5690542766746463e-06
norm,0.1,4212,97,0.011679566794198668,0.0016048501486135684,2.5755439995049924e-06
norm,0.1,4212,98,0.0114745377856797,0.0019921658667347093,3.968724840582855e-06
norm,0.1,4212,99,0.011453712413674863,0.0016406429808228926,2.691709390523426e-06
norm,0.1,4212,100,0.011974486861789145,0.001154033213837849,1.3317926586409142e-06
norm,0.1,4212,101,0.011452989339832229,0.0013289518572235134,1.7661130388178253e-06
norm,0.1,4212,102,0.011816214760886517,0.0016525701392423589,2.730988065115509e-06
norm,0.1,4212,103,0.011195910092794002,0.0017284955351984624,2.9876968152010193e-06
norm,0.1,4212,104,0.011236937335908005,0.0015986390316652388,2.5556467535635723e-06
norm,0.1,4212,105,0.011096111564220301,0.001597833893453052,2.5530731510673394e-06
norm,0.1,4212,106,0.012363959546430913,0.0016079830129468952,2.5856093699257747e-06
norm,0.1,4212,107,0.011434555211518618,0.0016647817077780707,2.7714981345524695e-06
norm,0.1,4212,108,0.011530636567753876,0.001605275703849969,2.5769100853710135e-06
norm,0.1,4212,109,0.011311880500308064,0.0015839055431175113,2.5087567695183785e-06
norm,0.1,4212,110,0.011102205279008242,0.000956781791194122,9.154313959606325e-07
norm,0.1,4212,111,0.0115926901279876,0.0013996266202446251,1.9589546760973924e-06
norm,0.1,4212,112,0.011584599086014587,0.0015511303955976603,2.4060055041469543e-06
norm,0.1,4212,113,0.01146030208657076,0.0019987542256363587,3.9950184544992e-06
norm,0.1,4212,114,0.011786078673040082,0.0011259160191258934,1.2676868821242991e-06
norm,0.1,4212,115,0.011430885269501045,0.0011015709700901539,1.2134586021453626e-06
norm,0.1,4212,116,0.011816801610615532,0.0010804308734204304,1.167330872240034e-06
norm,0.1,4212,117,0.01156271452708749,0.0011337374402346965,1.2853605833899217e-06
norm,0.1,4212,118,0.011440590823941449,0.0019186004966736912,3.6810278658365346e-06
norm,0.1,4212,119,0.011479633481969618,0.001231939285639968,1.5176744035031148e-06
norm,0.1,4212,120,0.011568818928135209,0.001592956286899432,2.5375097319724253e-06
norm,0.1,4212,121,0.012108967766914532,0.0013241128380966215,1.75327480801229e-06
norm,0.1,4212,122,0.011470781713696908,0.0016492150254823795,2.7199102002768457e-06
norm,0.1,4212,123,0.011698327157668964,0.001948598560438618,3.7970363497434546e-06
norm,0.1,4212,124,0.011295174219220308,0.0016159751174563068,2.611375580237925e-06
norm,0.1,4212,125,0.011844148742029152,0.0013028219422381135,1.6973450131770904e-06
norm,0.1,4212,126,0.011617666523277908,0.0010776628563700374,1.161357231999628e-06
norm,0.1,4212,127,0.011599897889482312,0.0014038436343853725,1.9707769498043314e-06
norm,0.1,4212,128,0.011291789102895996,0.0016492104282803276,2.7198950367485812e-06
norm,0.1,4212,129,0.011614163464667931,0.0017288933163625737,2.9890720993631785e-06
norm,0.1,4212,130,0.011495335115190224,0.0016433746354405057,2.700680192409215e-06
norm,0.1,4212,131,0.011276271339855762,0.0013874890721186468,1.9251259252486634e-06
norm,0.1,4212,132,0.011084127813350943,0.0016930006975916553,2.866251362045831e-06
norm,0.1,4212,133,0.011470897282653407,0.0012650879613402503,1.6004475499280304e-06
norm,0.1,4212,134,0.011618668666502368,0.0016065725576642192,2.5810753830397507e-06
norm,0.1,4212,135,0.01170512037504765,0.0013837162873853444,1.914670763975481e-06
norm,0.1,4212,136,0.01158818078286868,0.0017535488662828746,3.074933626441955e-06
norm,0.1,4212,137,0.011904200785237328,0.0012996122510587336,1.6889920031019486e-06
norm,0.1,4212,138,0.01101968273741192,0.001138262915830493,1.2956424655549359e-06
norm,0.1,4212,139,0.011455755650615573,0.0013464748543872086,1.8129945334970544e-06
norm,0.1,4212,140,0.011229002979543498,0.0010417149770396755,1.0851700933887719e-06
norm,0.1,4212,141,0.011697628301591736,0.001313514587251759,1.7253205709231587e-06
norm,0.1,4212,142,0.011809812569394434,0.0013976879562179875,1.953531622956815e-06
norm,0.1,4212,143,0.0112344354595489,0.0010843317008635835,1.1757752374977122e-06
norm,0.1,4212,144,0.01117763818672014,0.0011074071770914315,1.226350655873613e-06
norm,0.1,4212,145,0.011617643460927092,0.0017495542987527792,3.060940244284329e-06
norm,0.1,4212,146,0.011607516436432097,0.001195215780169051,1.4285407611651133e-06
norm,0.1,4212,147,0.011818700448870656,0.001037499464655014,1.0764051391594407e-06
norm,0.1,4212,148,0.011575378344265572,0.0012731152611252052,1.6208224681098993e-06
norm,0.1,4212,149,0.011014060120762267,0.0012356983427561905,1.526950394290396e-06
norm,0.1,4212,150,0.012174108392037485,0.0016899034901096776,2.8557738058848695e-06
norm,0.1,4212,151,0.01170030505870575,0.0017427007391105924,3.037005866096605e-06
norm,0.1,4212,152,0.011703789769623316,0.0011633815963171998,1.3534567386495563e-06
norm,0.1,4212,153,0.011732105371622517,0.0014858803565885776,2.2078404340957984e-06
norm,0.1,4212,154,0.011239593450232498,0.0017963580467394039,3.226902232085406e-06
norm,0.1,4212,155,0.011495103652155812,0.0016451291111866909,2.706449792473912e-06
norm,0.1,4212,156,0.01142761699870756,0.0011153311566791887,1.243963589059337e-06
norm,0.1,4212,157,0.011158716146199555,0.0012848798559232987,1.6509162441574768e-06
norm,0.1,4212,158,0.01131836400243694,0.0011789228603903894,1.3898591107510573e-06
norm,0.1,4212,159,0.011835700652122472,0.00144441442545101,2.086333032450971e-06
norm,0.1,4212,160,0.010929467984347864,0.0011676241238176269,1.363346094520881e-06
norm,0.1,4212,161,0.012048422499763733,0.0011411748015964917,1.302279927798792e-06
norm,0.1,4212,162,0.011570230202678817,0.0015479979169021455,2.396297550733382e-06
norm,0.1,4212,163,0.011616478435897054,0.0014120451717155181,1.9938715669651073e-06
norm,0.1,4212,164,0.011303077030455293,0.0015916847522608225,2.5334603505795958e-06
norm,0.1,4212,165,0.01123868760486134,0.0012497965031269586,1.561991299228374e-06
norm,0.1,4212,166,0.011631076384509565,0.0012300782713986571,1.5130925537671086e-06
norm,0.1,4212,167,0.011997030395756518,0.0012180402917970207,1.4836221524409715e-06
norm,0.1,4212,168,0.011579730500680773,0.0011574246289049036,1.3396317715956541e-06
norm,0.1,4212,169,0.012011448105483104,0.0011290666342790756,1.2747914646422801e-06
norm,0.1,4212,170,0.011852528281756466,0.0016532176791259003,2.733128694574428e-06
norm,0.1,4212,171,0.010861485399374092,0.0013326325131799853,1.7759094151844035e-06
norm,0.1,4212,172,0.011237195820538797,0.0012807346508350657,1.6402812458496175e-06
norm,0.1,4212,173,0.011053725828874511,0.0018090181834680354,3.2725467881179903e-06
norm,0.1,4212,174,0.011500941605560805,0.0013162626799244246,1.7325474425618283e-06
norm,0.1,4212,175,0.011579721273060381,0.0012465710244361876,1.5539393189638864e-06
norm,0.1,4212,176,0.011454560165868898,0.0018409716959251383,3.3891767851974803e-06
norm,0.1,4212,177,0.011142879068755758,0.001672174447552294,2.7961673830468197e-06
norm,0.1,4212,178,0.011633039514368,0.0010927049271580878,1.194004057835562e-06
norm,0.1,4212,179,0.010998049214800671,0.0015939095571486182,2.540547676369704e-06
norm,0.1,4212,180,0.011900753589420566,0.0012859487273969353,1.6536641294937975e-06
norm,0.1,4212,181,0.011710792285492308,0.0014386383826698497,2.069680396090921e-06
norm,0.1,4212,182,0.011025122936136975,0.001326400216606578,1.7593375346139772e-06
norm,0.1,4212,183,0.011778158678081968,0.001020124611497288,1.0406542229824926e-06
norm,0.1,4212,184,0.011360562720873236,0.0014304781855190296,2.0462678392458154e-06
norm,0.1,4212,185,0.011619260290462403,0.0013845462677298838,1.916968367484751e-06
norm,0.1,4212,186,0.01197990353109135,0.0011992844892798585,1.438283286227251e-06
norm,0.1,4212,187,0.012004786437677549,0.0016435993989382133,2.7014189841900563e-06
norm,0.1,4212,188,0.01145094004893084,0.0012521931828910237,1.5679877672787527e-06
norm,0.1,4212,189,0.011617580647150575,0.0011726995818594579,1.3752243092933474e-06
norm,0.1,4212,190,0.012400920541077786,0.0016514269613732058,2.72721100875034e-06
norm,0.1,4212,191,0.011205606685910436,0.0013476456910568027,1.8161489086239675e-06
norm,0.1,4212,192,0.011760408601183324,0.0016677842504081272,2.781504305909399e-06
norm,0.1,4212,193,0.01188972958256459,0.0017485086991187125,3.0572826708938124e-06
norm,0.1,4212,194,0.011095854574637895,0.001889203801690413,3.569091004321509e-06
norm,0.1,4212,195,0.01142177597569518,0.0014074011107258633,1.980777886472394e-06
norm,0.1,4212,196,0.011148909820076176,0.0017612343875258079,3.1019465678034077e-06
norm,0.1,4212,197,0.011863508657388933,0.0013832835519096962,1.9134733849839054e-06
norm,0.1,4212,198,0.011929092920891105,0.0016150521504084045,2.608393448538812e-06
norm,0.1,4212,199,0.01122981205034055,0.0018909296796326264,3.5756150533155473e-06
norm,0.2,4212,0,0.04669394146994961,0.003485150223339824,1.2146272079245625e-05
norm,0.2,4212,1,0.046078036091084906,0.0032863301259048903,1.0799965696430053e-05
norm,0.2,4212,2,0.04613555581731002,0.0038092963205945975,1.4510738458095537e-05
norm,0.2,4212,3,0.04558352662628708,0.002377603993656348,5.653000750650615e-06
norm,0.2,4212,4,0.047723160769387006,0.003542860748590965,1.2551862283906532e-05
norm,0.2,4212,5,0.04666982728701213,0.0026169433170142534,6.848392324465563e-06
norm,0.2,4212,6,0.04485803983559355,0.0023952839322847986,5.737385116261727e-06
norm,0.2,4212,7,0.044037267772715084,0.0028716494048024095,8.246370304102032e-06
norm,0.2,4212,8,0.04662275419370903,0.00431590173370663,1.8627007775011896e-05
norm,0.2,4212,9,0.04533855479645529,0.0032285543325749552,1.0423563078388513e-05
norm,0.2,4212,10,0.04715036407804082,0.002774757239013848,7.699277735459753e-06
norm,0.2,4212,11,0.04662263803199189,0.0032669856731352936,1.0673195388471267e-05
norm,0.2,4212,12,0.045437687822491885,0.0026056286411556408,6.789300615610592e-06
norm,0.2,4212,13,0.0461499063233982,0.0028326560119453646,8.023940082010218e-06
norm,0.2,4212,14,0.04641346989127155,0.002931729933385028,8.59504040230578e-06
norm,0.2,4212,15,0.045751773717496495,0.0034065750220908866,1.1604753381133526e-05
norm,0.2,4212,16,0.04649640553365407,0.002959827410618164,8.760578300646627e-06
norm,0.2,4212,17,0.045419119994365056,0.0028525813133061404,8.137220149023386e-06
norm,0.2,4212,18,0.04426498366498979,0.002979715636157002,8.878705272358527e-06
norm,0.2,4212,19,0.045799477616748574,0.0032224205839233846,1.0383994419693127e-05
norm,0.2,4212,20,0.045407727304444645,0.0037462137332397233,1.4034117335113905e-05
norm,0.2,4212,21,0.04721806170901787,0.00237736351932235,5.651857303004749e-06
norm,0.2,4212,22,0.04475298684393122,0.00392396369018071,1.5397491041856616e-05
norm,0.2,4212,23,0.04576068311668414,0.0036791038787497635,1.3535805350631556e-05
norm,0.2,4212,24,0.04639237496210581,0.0023016162056594437,5.297437158154174e-06
norm,0.2,4212,25,0.04540909123723838,0.003305259742153627,1.092474196310146e-05
norm,0.2,4212,26,0.04552453402057516,0.0038158589198842388,1.456077929646011e-05
norm,0.2,4212,27,0.045995280946627796,0.0036684952872157225,1.3457857672323965e-05
norm,0.2,4212,28,0.04468787111681909,0.002478906651800757,6.144978188342038e-06
norm,0.2,4212,29,0.04583073400233244,0.00411100559651321,1.6900367014562934e-05
norm,0.2,4212,30,0.0463413079585296,0.0037361538783489277,1.3958845802701735e-05
norm,0.2,4212,31,0.04526188367828526,0.004293126625245605,1.8430936220392716e-05
norm,0.2,4212,32,0.046528780080083224,0.004053626520384031,1.643188796676075e-05
norm,0.2,4212,33,0.045717356925844,0.003837668084161671,1.472769632419311e-05
norm,0.2,4212,34,0.0444385183156728,0.0029590153806195204,8.755772022742886e-06
norm,0.2,4212,35,0.04560489248407717,0.002813073851286919,7.91338449279422e-06
norm,0.2,4212,36,0.047017543579526054,0.004045146058993721,1.636320663859243e-05
norm,0.2,4212,37,0.046170633767222365,0.0033650844356943477,1.1323793259352348e-05
norm,0.2,4212,38,0.046087311367418206,0.0026147745841395556,6.837046125862186e-06
norm,0.2,4212,39,0.047143943673285706,0.002648269576090769,7.013331747647981e-06
norm,0.2,4212,40,0.04650123582445238,0.002892332823097491,8.365589159567102e-06
norm,0.2,4212,41,0.046559451116963343,0.003130401585370036,9.799414085687235e-06
norm,0.2,4212,42,0.04711614404859643,0.0028828497709365354,8.310822801788833e-06
norm,0.2,4212,43,0.04455102944979653,0.0025488079196683464,6.496421811364083e-06
norm,0.2,4212,44,0.04693206446633584,0.003657809712580489,1.3379571893448161e-05
norm,0.2,4212,45,0.04646203822095097,0.0027329235042346986,7.468870879998465e-06
norm,0.2,4212,46,0.04551010146549173,0.0021227100384950998,4.505897907527868e-06
norm,0.2,4212,47,0.04571144033851075,0.0025101243653628735,6.300724329588368e-06
norm,0.2,4212,48,0.04634969857045532,0.0038920884771953723,1.5148352714316993e-05
norm,0.2,4212,49,0.04558950950395485,0.0038636489669404816,1.4927783339740251e-05
norm,0.2,4212,50,0.04652563523396301,0.0034030285536109763,1.1580603336691614e-05
norm,0.2,4212,51,0.04592227511782883,0.003412747497885419,1.1646845484323188e-05
norm,0.2,4212,52,0.0451323817990877,0.004217676310589671,1.7788793460909305e-05
norm,0.2,4212,53,0.04591172135740201,0.0033036339261507926,1.09139971180145e-05
norm,0.2,4212,54,0.04614096226170718,0.003694135382671908,1.3646636225508525e-05
norm,0.2,4212,55,0.046105371272998096,0.002413971678877467,5.827259266422496e-06
norm,0.2,4212,56,0.04702857994074316,0.0035494608644385628,1.259867242818095e-05
norm,0.2,4212,57,0.04592250485844871,0.0030798828916507965,9.485678626283272e-06
norm,0.2,4212,58,0.04498936902603287,0.003001928827954964,9.011576688107065e-06
norm,0.2,4212,59,0.04647387330306165,0.003067936374802177,9.412233599834325e-06
norm,0.2,4212,60,0.04590714111754572,0.003299990449546701,1.0889936967099438e-05
norm,0.2,4212,61,0.04694596458060323,0.0029532246251195316,8.721535686412399e-06
norm,0.2,4212,62,0.046504437638975736,0.0033672867819278898,1.1338620271746284e-05
norm,0.2,4212,63,0.04576307428017968,0.0015940872907646926,2.5411142905775177e-06
norm,0.2,4212,64,0.04682426084244168,0.003636944509177979,1.3227365362839849e-05
norm,0.2,4212,65,0.04572003655133986,0.004243110013376477,1.8003982585615727e-05
norm,0.2,4212,66,0.04685196803738082,0.0024968557363030416,6.234288567909404e-06
norm,0.2,4212,67,0.044335120243594206,0.0032424059492670316,1.0513196339842241e-05
norm,0.2,4212,68,0.04687016159532395,0.00306019690462864,9.36480509509871e-06
norm,0.2,4212,69,0.047127328281984945,0.002754332816995752,7.586349266779754e-06
norm,0.2,4212,70,0.047362949590684246,0.0036097072960240032,1.3029986762968922e-05
norm,0.2,4212,71,0.04638486420221858,0.003847471583853982,1.4803037588563867e-05
norm,0.2,4212,72,0.04645450857348526,0.0021851485629262686,4.774874242058737e-06
norm,0.2,4212,73,0.04616462255529545,0.003399050179717958,1.1553542124240684e-05
norm,0.2,4212,74,0.04586887071719562,0.0033414205809192614,1.1165091498590814e-05
norm,0.2,4212,75,0.04555385706815772,0.002697785097223616,7.278044430801837e-06
norm,0.2,4212,76,0.04622834900193231,0.0034756507944864075,1.2080148445213996e-05
norm,0.2,4212,77,0.046061624843694964,0.002749703442468576,7.5608690215235384e-06
norm,0.2,4212,78,0.047520737992118325,0.0037566707727999357,1.4112575295209265e-05
norm,0.2,4212,79,0.04571027792955637,0.0030063430841272593,9.0380987394798e-06
norm,0.2,4212,80,0.04603988463910852,0.002940562176594214,8.6469059144165e-06
norm,0.2,4212,81,0.044474070448125874,0.0027637647861931637,7.638395793401344e-06
norm,0.2,4212,82,0.04585205260335063,0.0033372524207456664,1.1137253719772809e-05
norm,0.2,4212,83,0.045572844293333,0.003271729035724074,1.0704210883199979e-05
norm,0.2,4212,84,0.04693581836555807,0.00240381862962338,5.778344004124426e-06
norm,0.2,4212,85,0.045690215627693154,0.0024144936310485712,5.829779494374114e-06
norm,0.2,4212,86,0.047019443791055014,0.0031847801511608364,1.0142824611228041e-05
norm,0.2,4212,87,0.04722838221129665,0.003934048578719555,1.547673821972535e-05
norm,0.2,4212,88,0.04683320338994257,0.003457703920376395,1.1955716400986288e-05
norm,0.2,4212,89,0.04776981466488181,0.0030079027570769695,9.047478996031234e-06
norm,0.2,4212,90,0.045036000881990855,0.003921078774827335,1.5374858758401435e-05
norm,0.2,4212,91,0.0455765223430686,0.0032121537987694,1.0317932026948688e-05
norm,0.2,4212,92,0.04634155500203837,0.00376796924462618,1.4197592228448786e-05
norm,0.2,4212,93,0.04713051438028051,0.0037758346817242184,1.4256927543711431e-05
norm,0.2,4212,94,0.04613223856655351,0.0026464540324169154,7.003718945695753e-06
norm,0.2,4212,95,0.0456373183899503,0.002699215446856908,7.2857640285509375e-06
norm,0.2,4212,96,0.04644395507743918,0.0032696812902948853,1.0690815740104427e-05
norm,0.2,4212,97,0.04650886379242625,0.0030214187488675427,9.128971256008306e-06
norm,0.2,4212,98,0.04626387967439539,0.003419138354078724,1.1690507084332167e-05
norm,0.2,4212,99,0.046019420234678345,0.002774046051999428,7.695331498613612e-06
norm,0.2,4212,100,0.04774988792889556,0.0036622461130994067,1.3412046592911713e-05
norm,0.2,4212,101,0.045398401428926455,0.003207221506228125,1.0286269790012204e-05
norm,0.2,4212,102,0.04702679707948597,0.0029869929901949256,8.922127123473622e-06
norm,0.2,4212,103,0.04561681546716573,0.003758633753806015,1.4127327695249895e-05
norm,0.2,4212,104,0.046604263078766764,0.0035531534346884756,1.2624899330438512e-05
norm,0.2,4212,105,0.045718570407502115,0.0037603712907254483,1.4140392244112174e-05
norm,0.2,4212,106,0.04769505248876856,0.0024021531709727904,5.770339856814632e-06
norm,0.2,4212,107,0.045251868406824644,0.00301955035638367,9.11768435473675e-06
norm,0.2,4212,108,0.04507278533096523,0.0037366857191682996,1.3962820163836312e-05
norm,0.2,4212,109,0.047261334328573545,0.002672833711593878,7.144040049832704e-06
norm,0.2,4212,110,0.04499649293015799,0.002586578514740934,6.690388412919415e-06
norm,0.2,4212,111,0.04631469854121686,0.003980897258454354,1.584754298236939e-05
norm,0.2,4212,112,0.045639225183750284,0.002458043810875781,6.041979376184732e-06
norm,0.2,4212,113,0.046400788445701224,0.0025533441995376892,6.519566601312762e-06
norm,0.2,4212,114,0.04614052886560294,0.003883840619198049,1.5084217955332684e-05
norm,0.2,4212,115,0.045290888826141885,0.002860732551450268,8.183790730927162e-06
norm,0.2,4212,116,0.04641561276499454,0.0034136553707603125,1.1653042990320725e-05
norm,0.2,4212,117,0.04548701453133618,0.002885066801458209,8.323610448876301e-06
norm,0.2,4212,118,0.04543741355927586,0.0030030660348502364,9.018405609671122e-06
norm,0.2,4212,119,0.04454241953432953,0.004122149008550643,1.699211244869505e-05
norm,0.2,4212,120,0.04539913208885563,0.002474832138141459,6.124794111977825e-06
norm,0.2,4212,121,0.04635478866065396,0.003573457809849543,1.2769600718774692e-05
norm,0.2,4212,122,0.04576034642025579,0.0039685669220769805,1.5749523415003557e-05
norm,0.2,4212,123,0.04679924264478504,0.002448654197663243,5.995907379733822e-06
norm,0.2,4212,124,0.04569275477270772,0.003667458096094896,1.3450248886612e-05
norm,0.2,4212,125,0.04575334395249861,0.0028004568100988723,7.842558345229152e-06
norm,0.2,4212,126,0.045927779823400856,0.0020103587275481028,4.041542213428826e-06
norm,0.2,4212,127,0.046479283303518,0.003155709705095038,9.958503742831011e-06
norm,0.2,4212,128,0.04715391741940162,0.0032996014546297814,1.088736975939497e-05
norm,0.2,4212,129,0.04636453234251776,0.002653121649858688,7.039054488948887e-06
